房源标题,链接,户型,面积,房屋朝向,装修形式,小区名称,地址,关注度,总价,单价,图片路径
凯悦新城  楼层佳 视野好 全明格局出售  看房方便,https://xm.lianjia.com/ershoufang/105113036909.html,2室1厅,44.09平米,北,精装,凯悦新城,枋湖,1人关注 / 一年前发布,208,"47,177元/平",images\house_16_23.jpg
集美桥头 泉水湾边套户型 低总价 生活便利,https://xm.lianjia.com/ershoufang/105116530663.html,2室2厅,88.38平米,南,简装,泉水湾一期,集美其它,3人关注 / 1个月以前发布,232,"26,251元/平",images\house_16_24.jpg
集美新城，地铁口，高层看湖看中庭，业主自住精装修！,https://xm.lianjia.com/ershoufang/105116618141.html,2室2厅,88.18平米,南,精装,莲花新城二期,集美新城,1人关注 / 1个月以前发布,270,"30,620元/平",images\house_16_25.jpg
南北，通透，精装修3房，全明格局，采光通风好！,https://xm.lianjia.com/ershoufang/105112535498.html,3室2厅,97.57平米,南,精装,龙山二期安置房,莲花,1人关注 / 一年前发布,450,"46,121元/平",images\house_16_26.jpg
槟榔南北通透，中层位置采光明亮,https://xm.lianjia.com/ershoufang/105116947854.html,2室1厅,43.52平米,南 北,精装,槟榔东里单号区,槟榔,1人关注 / 20天以前发布,265,"60,892元/平",images\house_16_27.jpg
阳光充足采光好，阳台大，装修清爽可以拎包入住,https://xm.lianjia.com/ershoufang/105116190858.html,3室2厅,84.22平米,南 北,精装,联丰新城,瑞景,0人关注 / 2个月以前发布,408,"48,445元/平",images\house_16_28.jpg
自住精装大3房，南北向，高层视野宽，采光好,https://xm.lianjia.com/ershoufang/105110932677.html,3室1厅,106.6平米,南 北,精装,特房银溪墅府图尔花园,环东海域,4人关注 / 一年前发布,233,"21,858元/平",images\house_16_29.jpg
一手业主，满五年，框架，精装一房一厅.诚意出售,https://xm.lianjia.com/ershoufang/105116599486.html,1室1厅,48.95平米,北,精装,东晖广场,枋湖,4人关注 / 1个月以前发布,202,"41,267元/平",images\house_17_0.jpg
此房满五，楼层采光好，视野宽阔，一线海景，交通便利,https://xm.lianjia.com/ershoufang/105116938807.html,3室1厅,91平米,东南,精装,禹洲中央海岸一期,杏林桥头,2人关注 / 21天以前发布,229,"25,165元/平",images\house_17_1.jpg
尚南路，大三房通煤气，电梯高楼层，采光好，离校近,https://xm.lianjia.com/ershoufang/105116779877.html,3室2厅,105.69平米,南,精装,尚南路,集美文教区,0人关注 / 1个月以前发布,300,"28,385元/平",images\house_17_2.jpg
246三地铁枢纽站旁 楼层好，视野宽阔，采光充足,https://xm.lianjia.com/ershoufang/105114823781.html,3室1厅,88.02平米,南,精装,海投青春海岸,马銮湾中心片区,4人关注 / 8个月以前发布,186,"21,132元/平",images\house_17_3.jpg
精装修二房 采光无遮挡，看中庭，交通便利，环境好！,https://xm.lianjia.com/ershoufang/105116660906.html,2室2厅,72.55平米,南,精装,龙湖春江彼岸二期,马銮湾中心片区,7人关注 / 1个月以前发布,168,"23,157元/平",images\house_17_4.jpg
松柏封闭式小区 精装两房采光楼层好 无占用位置,https://xm.lianjia.com/ershoufang/105114175899.html,3室1厅,58.11平米,东南 西南,精装,屿后里小区二区,松柏,2人关注 / 10个月以前发布,298,"51,283元/平",images\house_17_5.jpg
万科经典精海景装朝南四房格局方正 中间楼层 诚意出售,https://xm.lianjia.com/ershoufang/105116990692.html,4室1厅,126.76平米,南,精装,万科金域华府二期,杏林桥头,2人关注 / 15天以前发布,335,"26,428元/平",images\house_17_6.jpg
集美新城，地铁口，高层看湖看中庭，业主自住精装修！,https://xm.lianjia.com/ershoufang/105116618141.html,2室2厅,88.18平米,南,精装,莲花新城二期,集美新城,1人关注 / 1个月以前发布,270,"30,620元/平",images\house_17_7.jpg
"泰禾厦门院子,高层精装3房,2号线地铁口",https://xm.lianjia.com/ershoufang/105112401383.html,3室2厅,95.88平米,南,精装,厦门院子泰禾首玺B区,马銮湾中心片区,5人关注 / 一年前发布,198,"20,651元/平",images\house_17_8.jpg
南北，通透，精装修3房，全明格局，采光通风好！,https://xm.lianjia.com/ershoufang/105112535498.html,3室2厅,97.57平米,南,精装,龙山二期安置房,莲花,1人关注 / 一年前发布,450,"46,121元/平",images\house_17_9.jpg
采 光充足。有二次装修，家具电齐.,https://xm.lianjia.com/ershoufang/105116894539.html,1室1厅,28.94平米,西南,简装,永建顶尚,枋湖,3人关注 / 25天以前发布,43,"14,859元/平",images\house_17_10.jpg
金山城楼中楼 南北朝向，视野采光都很好,https://xm.lianjia.com/ershoufang/105116989859.html,4室1厅,87.48平米,北 南,简装,金山城,金山,1人关注 / 16天以前发布,468,"53,498元/平",images\house_17_11.jpg
此房满五年 高楼层 南北通透 可看湖海 2号线地铁口,https://xm.lianjia.com/ershoufang/105117054770.html,3室1厅,127.75平米,东南 北,简装,天御小区,海沧区政府,1人关注 / 9天以前发布,336,"26,302元/平",images\house_17_12.jpg
乐海旁  电梯房   满五年  朝南,https://xm.lianjia.com/ershoufang/105117058778.html,2室2厅,77.58平米,南 北,精装,同城四季南座,同安其它,0人关注 / 8天以前发布,128,"16,500元/平",images\house_17_13.jpg
厦门大桥万达旁正规精装两房好楼层看房方便,https://xm.lianjia.com/ershoufang/105116840157.html,2室2厅,62.26平米,南,精装,岑东路,集美文教区,1人关注 / 31天以前发布,180,"28,912元/平",images\house_17_14.jpg
区政府阿罗海旁，高层大F户型，楼距宽，可拎包入住,https://xm.lianjia.com/ershoufang/105116677398.html,3室2厅,133.86平米,南,精装,天湖城,海沧区政府,6人关注 / 1个月以前发布,356,"26,595元/平",images\house_17_15.jpg
鹭槟大厦邮轮城地铁口 正规2房 西南 双阳台 带双飘窗,https://xm.lianjia.com/ershoufang/105116612192.html,2室1厅,71.24平米,西南,精装,鹭槟大厦,邮轮城,0人关注 / 1个月以前发布,288,"40,427元/平",images\house_17_16.jpg
建发品质，南北朝向，全明边套户型，公摊低。,https://xm.lianjia.com/ershoufang/105116363109.html,3室2厅,89.85平米,南 北,毛坯,建发翔城国际北区,翔安新城,2人关注 / 2个月以前发布,218,"24,263元/平",images\house_17_17.jpg
翔安隧道口 高层 三房 看海 拎包入住,https://xm.lianjia.com/ershoufang/105115228988.html,3室2厅,86.65平米,南,简装,世茂御海墅,翔安新城,1人关注 / 6个月以前发布,165,"19,043元/平",images\house_17_18.jpg
视野开阔 开间朝南  精装修 采光日照充足 产权在手,https://xm.lianjia.com/ershoufang/105112096602.html,3室2厅,138.78平米,南,精装,海投天源,海沧体育中心,5人关注 / 一年前发布,419,"30,192元/平",images\house_17_19.jpg
金同花园 4室2厅 南 北,https://xm.lianjia.com/ershoufang/105116473906.html,4室2厅,144.77平米,南 北,精装,金同花园,体育中心,2人关注 / 2个月以前发布,698,"48,215元/平",images\house_17_20.jpg
此房座落于东渡海上世界，狐尾山公园.依山望海。,https://xm.lianjia.com/ershoufang/105116271524.html,2室1厅,64.38平米,南 北,简装,东辉小区,东渡,0人关注 / 2个月以前发布,198,"30,755元/平",images\house_17_21.jpg
本房子位于翔安隧道口融侨开发小区，平层采光好入户,https://xm.lianjia.com/ershoufang/105115739383.html,3室2厅,89.8平米,南,精装,融侨铂樾府,翔安新城,0人关注 / 4个月以前发布,235,"26,170元/平",images\house_17_22.jpg
莲坂站1号地铁楼裕发广场1房带租约低价房电梯高层,https://xm.lianjia.com/ershoufang/105115551306.html,1室1厅,35.62平米,东北,简装,裕发广场,富山,2人关注 / 5个月以前发布,170,"47,726元/平",images\house_17_23.jpg
家具家电齐全，通风好采光足，户型方正直接拎包.,https://xm.lianjia.com/ershoufang/105116328669.html,3室2厅,128.12平米,南 北,精装,水晶湖郡A区,集美新城,1人关注 / 2个月以前发布,405,"31,611元/平",images\house_17_24.jpg
莲花三期前排高层边套大三房，三面采光，看白鹭塔,https://xm.lianjia.com/ershoufang/105116301395.html,3室1厅,118.54平米,西北,简装,莲花新城三期,集美新城,2人关注 / 2个月以前发布,315,"26,574元/平",images\house_17_25.jpg
高层视野开阔，三面采光，业主急售，出价来谈,https://xm.lianjia.com/ershoufang/105111061053.html,3室2厅,98.12平米,南 北,毛坯,新城际广场二期,厦门北站商业区,5人关注 / 一年前发布,160,"16,307元/平",images\house_17_26.jpg
此房电梯视野好，精装修，大厅宽敞，采光好,https://xm.lianjia.com/ershoufang/105112590777.html,2室1厅,44.56平米,东南 北,精装,官邸大厦,富山,2人关注 / 一年前发布,260,"58,349元/平",images\house_17_27.jpg
单价低！，格局方正，满五年，低税收！,https://xm.lianjia.com/ershoufang/105116308303.html,3室2厅,128.2平米,南,精装,未来橙堡,海沧体育中心,1人关注 / 2个月以前发布,230,"17,941元/平",images\house_17_28.jpg
正规三房9成新 平层厅带阳台 产权满五 业主换房急售,https://xm.lianjia.com/ershoufang/105114293316.html,3室1厅,114.99平米,南,精装,中航城A区,杏锦路,21人关注 / 10个月以前发布,350,"30,438元/平",images\house_17_29.jpg
龙湖品质，边套瞰景，使用面积大的户型,https://xm.lianjia.com/ershoufang/105117023192.html,4室2厅,117.66平米,东南 北,简装,龙湖春江郦城二期,杏北,0人关注 / 12天以前发布,344,"29,237元/平",images\house_18_0.jpg
禹洲尊海  精装修  朝南3房,https://xm.lianjia.com/ershoufang/105116180552.html,3室2厅,90.25平米,东南,简装,禹洲尊海,海沧体育中心,1人关注 / 2个月以前发布,272,"30,139元/平",images\house_18_1.jpg
国贸天悦 看公园中庭，景观视野都很好，业主急售,https://xm.lianjia.com/ershoufang/105116843293.html,3室2厅,104.72平米,南,精装,国贸天悦,杏北,2人关注 / 30天以前发布,330,"31,513元/平",images\house_18_2.jpg
集美桥头招商海德，精装修拧包入住，中楼层,https://xm.lianjia.com/ershoufang/105116981321.html,3室1厅,101.47平米,南 东南,精装,招商海德公园一期,集美其它,3人关注 / 16天以前发布,228,"22,470元/平",images\house_18_3.jpg
家的港湾 绿苑新城大两房满五为一免睡 给你心灵安个家,https://xm.lianjia.com/ershoufang/105113621487.html,2室2厅,82.51平米,南,简装,绿苑新城一组团,滨海社区,1人关注 / 一年前发布,259,"31,391元/平",images\house_18_4.jpg
免个税 沿湖梯位 南北通透 3房 景观好 位置安静 诚售,https://xm.lianjia.com/ershoufang/105116474283.html,3室2厅,108.25平米,南 北,精装,IOI园博湾,杏锦路,6人关注 / 2个月以前发布,299,"27,622元/平",images\house_18_5.jpg
集美新城   IOI园博湾  精装两房  自主保养好  安静,https://xm.lianjia.com/ershoufang/105115073858.html,2室1厅,86.73平米,南,精装,IOI园博湾,杏锦路,3人关注 / 7个月以前发布,235,"27,096元/平",images\house_18_6.jpg
急售！金都海尚国际高层大阳台！,https://xm.lianjia.com/ershoufang/105112128857.html,1室1厅,52.54平米,东南,精装,金都海尚国际,环东海域,6人关注 / 一年前发布,115,"21,889元/平",images\house_18_7.jpg
园博苑 直通地铁口 天境云著 高层 南北通透 湖海双景,https://xm.lianjia.com/ershoufang/105113798073.html,4室2厅,140.66平米,南 北,精装,天境云著,杏锦路,117人关注 / 一年前发布,568,"40,382元/平",images\house_18_8.jpg
集美新城诚毅广场地铁口，双阳台，精装3房安静,https://xm.lianjia.com/ershoufang/105115419270.html,3室2厅,89.61平米,东南 南,精装,莲花新城一期,集美新城,18人关注 / 6个月以前发布,235,"26,225元/平",images\house_18_9.jpg
区政府 首开上郡精装三房 高楼层视野棒 采光好,https://xm.lianjia.com/ershoufang/105115005560.html,3室2厅,91.8平米,东南 西,精装,首开领翔上郡一期,新店,3人关注 / 7个月以前发布,168,"18,301元/平",images\house_18_10.jpg
万达高层 精装边套出售 业主诚意卖,https://xm.lianjia.com/ershoufang/105115394475.html,1室1厅,42.09平米,北,精装,万达广场,万达广场,12人关注 / 6个月以前发布,56,"13,305元/平",images\house_18_11.jpg
侨福城 中间楼层 必看两房，业主诚售,https://xm.lianjia.com/ershoufang/105114417801.html,2室1厅,78.96平米,南,简装,侨福城侨文里,瑞景,3人关注 / 9个月以前发布,300,"37,994元/平",images\house_18_12.jpg
花园小区公园小，电梯在动工 精装 宽敞舒适厨卫带窗,https://xm.lianjia.com/ershoufang/105113610794.html,2室2厅,70.52平米,西南,精装,美仁新村北区,公园小学及周边,4人关注 / 一年前发布,339,"48,072元/平",images\house_18_13.jpg
恒大帝景一期 边套精装三房 南北通透,https://xm.lianjia.com/ershoufang/105115026936.html,3室2厅,93.8平米,南 北,精装,恒大帝景,集美新城,5人关注 / 7个月以前发布,228,"24,308元/平",images\house_18_14.jpg
中央美地高层两房  朝南户型  看中庭急售,https://xm.lianjia.com/ershoufang/105117057334.html,2室2厅,85.45平米,南,精装,中央美地,枋湖,1人关注 / 9天以前发布,480,"56,174元/平",images\house_18_15.jpg
厦大人文 省优演武 好楼层 边套全明三房 业主诚意出售,https://xm.lianjia.com/ershoufang/105112450459.html,3室2厅,80.69平米,南 北,简装,顶澳仔路,厦大,5人关注 / 一年前发布,435,"53,911元/平",images\house_18_16.jpg
美丽小区东边户 南北朝向采光充足适合居家,https://xm.lianjia.com/ershoufang/105116106640.html,3室2厅,109.29平米,南 北,简装,武汉大厦,莲坂,2人关注 / 3个月以前发布,426,"38,979元/平",images\house_18_17.jpg
恒大帝景，精装修，拎包入住，定制衣柜,https://xm.lianjia.com/ershoufang/105116072637.html,3室2厅,90.72平米,东南,精装,恒大帝景,集美新城,4人关注 / 3个月以前发布,225,"24,802元/平",images\house_18_18.jpg
精装修  客厅带阳台朝南  小区中庭  视野无遮挡,https://xm.lianjia.com/ershoufang/105116190566.html,2室2厅,68.3平米,南,精装,禹洲大学城,集美其它,1人关注 / 2个月以前发布,128,"18,741元/平",images\house_18_19.jpg
融信海上城 精装修 小区环境优美 视野开阔,https://xm.lianjia.com/ershoufang/105116817199.html,3室2厅,61.14平米,南,精装,融信海上城,滨海社区,0人关注 / 1个月以前发布,135,"22,081元/平",images\house_18_20.jpg
祥店封闭式小区  建发物业  中高楼层看房方便,https://xm.lianjia.com/ershoufang/105116638169.html,4室2厅,135.58平米,南 北,简装,第二城幸福生活,祥店,6人关注 / 1个月以前发布,520,"38,354元/平",images\house_18_21.jpg
莲坂地铁口.精装3房.封闭式小区.配套成熟.中楼层,https://xm.lianjia.com/ershoufang/105116611978.html,3室2厅,96.06平米,南 东南,精装,裕康花园,富山,3人关注 / 1个月以前发布,438,"45,597元/平",images\house_18_22.jpg
鹭槟大厦邮轮城地铁口 正规2房 西南 双阳台 带双飘窗,https://xm.lianjia.com/ershoufang/105116612192.html,2室1厅,71.24平米,西南,精装,鹭槟大厦,邮轮城,0人关注 / 1个月以前发布,288,"40,427元/平",images\house_18_23.jpg
瑞景好楼层性 此房南北通透 满五,https://xm.lianjia.com/ershoufang/105116001645.html,2室2厅,77.55平米,南 北,简装,瑞景新村祥麟苑,瑞景,1人关注 / 3个月以前发布,326,"42,038元/平",images\house_18_24.jpg
